id,,Totals,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
145,University of Colorado Colorado Springs,611.5575043,7,10,7,7,7,10,7,10,0,2.397260274,3.082191781,10,7,10,0,1.912350598,5.106557377,7,0,8,20,20,0,11.8,7,7,7,16.6,17.33425003,7,7,0,6.746987952,9.99,10.73447514,0,2.769230769,3.43,2.484,10,10,7,7,7,0,0,7,25,14.25231683,17.52588357,10,20,0,30,10,30,15,25,15,0,7,40,28.392
146,University of Connecticut,761.3263789,7,10,7,7,7,10,7,10,0,2.996493465,5.068536819,10,7,10,10,3.04029304,7,7,0,6.731315564,20,15,15,16.984,7,7,7,50,15.11710364,7,7,7,6.865645026,9.99,8.25,7,0.7722772277,15,5.176,10,10,7,7,7,7,7,7,25,14.68303101,19.75208315,10,20,30,30,10,30,15,25,15,20,7,40,26.8996
147,University of Denver,545.6187942,0,10,0,7,7,10,7,10,0,2.704733283,6.273478588,10,7,10,0,2.141327623,7,7,0,5.836103858,20,25,0,10.8,7,7,7,36.29602181,19.1237742,7,7,0,7,0,1.5,0,0,12.4,7.3,10,10,7,7,0,0,0,7,25,12.41935484,0,10,20,30,0,10,30,0,25,0,0,7,20,31.824
148,University of Florida,627.1131923,7,10,7,6.3,7,10,7,10,10,0.5050505051,2.443352443,9.794340723,7,10,0,1.362785474,7,0,0,3.84759613,20,25,15,14.86,7,7,7,16.6,15.01462443,7,7,7,7,9.99,3.242356618,0,0.2867830424,15.746,9.546,10,0,7,7,7,7,0,7,25,14.45285142,19.05211471,10,20,26.0693368,30,10,30,0,25,15,0,7,40,0
149,University of Houston,547.9347174,7,10,7,7,7,10,7,10,0,0.3481521157,1.794322442,6.25145518,7,10,0,2.536082474,7,7,0,0.03935055352,20,20,0,13.286,7,0,7,16.6,16.60648457,7,7,0,7,9.99,6.662233895,0,5.368421053,7.6,9.56,0,0,7,7,7,7,0,7,0,12.34992542,19.84228972,10,20,0,22.5,10,30,0,25,0,20,7,40,28.6
150,University of Illinois at Chicago,604.8313237,7,10,7,7,7,10,7,0,0,1.874391431,3.481012658,0,0,10,0,1.235714286,5.691919192,7,0,8,20,20,0,12.06,7,0,7,50,15.00388272,7,7,7,5.961949997,6.66,6.691511176,0,0.8212765957,17.328,14.03,10,10,7,0,7,7,0,7,25,14.6577724,15.10509326,10,0,0,30,10,30,15,25,0,0,7,40,39.2288
151,"University of Illinois, Urbana-Champaign",666.4209721,7,10,7,7,7,10,7,10,10,0.5323741007,2.172661871,10,7,10,10,1.841620626,7,7,0,7.812462231,20,15,0,15.4,7,7,0,50,15.33606517,7,7,0,0,3.33,3.350670849,7,0.5233870968,18.06,7.58,10,10,7,7,7,0,7,7,0,12.80625334,12.29747676,10,20,30,30,10,30,15,25,0,20,7,40,27.378
152,University of Louisville,648.7671818,7,10,7,7,7,10,7,10,10,0.1809268122,1.540796078,5.825545171,7,10,0,1.609620722,7,7,0,6.514441986,20,25,0,16.24,7,7,7,16.6,15.00703044,7,7,7,0,9.99,5.811491505,7,0.4507042254,8.68,3.66,10,10,7,7,7,7,0,7,0,15.56623828,19.44038656,10,20,30,30,10,20,15,25,0,20,7,40,39.65
153,"University of Maryland, College Park",653.8404034,7,10,7,7,7,10,7,10,10,0.6383472609,1.798978644,10,7,10,0,1.925581395,7,7,0,7.478760055,20,15,0,14.03,7,7,7,16.6,18.13954316,7,7,7,0,9.99,10.21479106,7,0.3665338645,12.1,9.588,10,10,7,7,7,7,7,7,25,15.18271409,19.8430032,10,20,28.94415069,30,10,30,15,25,0,0,7,40,13
154,University of Massachusetts Amherst,586.067652,7,10,7,7,7,10,7,10,10,1.148730351,1.49637243,10,7,10,0,2.024169184,7,7,0,8,20,15,0,12.8,7,7,7,16.6,15.00078198,7,7,0,7,9.99,3.384270035,0,0.5773195876,13.4,5.8,10,10,7,7,7,7,7,7,0,15.73432579,18.11168259,10,20,30,30,10,20,0,25,15,0,7,40,0
155,University of Massachusetts Lowell,501.4985626,7,10,7,5.6,7,10,7,10,0,1.101141925,2.161500816,5.588380108,7,10,0,0.7134767837,6.141509434,0,0,0.4259221782,20,15,0,16.6,7,7,7,16.6,0,7,7,7,2.568103078,9.99,0,0,0,10.2,1.42,10,10,7,0,0,7,0,7,25,13.00609343,19.38243483,10,20,0,0,10,30,15,25,15,0,7,40,0
156,University of Michigan,604.9537569,7,10,7,6.3,7,10,7,10,0,1.244870041,3.720930233,10,7,10,10,1.29611492,7,7,0,1.762497198,20,0,0,12.55,7,7,7,16.6,15.12775327,0,0,7,6.962047891,6.66,2.924084078,7,0.8356545961,17.4,4.8,10,10,7,7,7,7,0,0,18.09001431,12.88998939,19.90320096,10,20,30,30,10,30,15,25,0,0,7,40,26.8866
157,"University of Minnesota, Duluth",586.5519926,0,10,7,7,7,10,7,10,0,0.8911368015,0.91522158,10,7,10,0,1.884550085,5.638888889,5.25,0.5448125563,6.03147578,20,15,0,10.2,7,7,7,16.6,15.008359,7,7,0,0,9.99,1.5,0,2.244897959,14,7,10,10,7,7,7,7,0,0,0,14.75533005,19.53531986,10,0,30,30,10,30,15,25,15,20,7,30,29.562
158,"University of Minnesota, Morris",654.2435367,7,10,7,7,7,10,7,10,10,1.819407008,5.289757412,10,0,10,0,2.608695652,7,7,0.3669155005,8,20,15,15,10.5,7,7,7,16.6,18.59897872,7,7,7,7,9.99,1.5,0,4.5,15,7.2,10,10,7,7,7,7,0,0,0,13.32439678,18.14938564,5,20,30,27,10,30,0,25,15,0,7,40,55.796
159,"University of Minnesota, Twin Cities",619.9519472,7,10,7,7,7,10,7,10,10,3.798326927,2.486999774,10,7,10,0,1.579275905,4.896325459,7,0,1.907173107,20,5,0,12.14,7,7,7,50,0,7,7,0,7,9.99,11.48381854,7,0.8362989324,15.4,7.2,10,10,7,7,7,7,7,7,0,14.34868393,16.8850446,10,20,0,30,10,30,15,25,15,20,7,40,0
160,University of Missouri,673.9838584,7,10,7,7,7,10,7,10,10,2.926986169,3.924091348,4.899032142,7,10,0,2.044917258,5.224637681,7,0,0.09257002557,20,25,15,13.2,7,7,7,50,17.62023285,7,7,0,7,9.99,1.427069341,0,0.02068252327,11.2,6.6,10,0,7,7,7,7,0,7,3.860369064,14.04949702,19.07977293,10,20,30,30,10,30,15,25,0,0,7,40,44.824
161,"University of Missouri, Kansas City",617.6106576,7,10,7,7,7,10,7,10,10,0.8356545961,0.9401114206,6.512605042,7,10,10,4.583333333,5.444444444,7,0.2971028455,5.465250263,20,30,0,16.6,0,7,7,37.06036835,15.00840934,7,7,7,6.785862752,9.99,2.3787,7,0.3125,3,2.8,10,10,7,0,0,7,0,7,9.219175886,15.11713933,20,10,20,0,30,10,30,0,25,15,0,7,40,26.26
162,University of Mount Union,488.1160046,7,10,7,6.3,7,10,7,10,10,0.8,4,10,7,10,0,0.5333333333,4.666666667,5.25,0.04123923288,0,20,20,0,11.2,7,0,0,16.6,15.0236805,7,7,7,4.625959732,3.33,1.5,0,0,15.2,0.2,0,0,0,0,0,0,0,0,25,13.54512512,0,10,20,0,0,10,30,15,25,0,0,7,40,40.3
163,University of Nebraska - Lincoln,532.1523486,0,10,0,4.2,7,10,7,10,0,1.811885972,0.7408600419,10,0,10,0,0.3727369542,4,7,0.1106398251,0.6456493233,20,0,15,10.8,7,0,0,42.60814075,33.22158589,7,7,7,6.999859668,3.33,3.596750167,0,10.00869565,0,0,10,10,7,0,7,7,0,7,0,15.00386578,0,10,20,17.97367861,30,10,20,0,25,0,0,7,20,52.728
164,University of Nebraska at Omaha,394.078879,0,10,7,5.6,0,0,7,0,0,0.4495614035,0,0,7,0,0,0.487804878,4.958333333,7,0,2.317714644,20,0,0,,0,0,0,42.16181881,0,7,7,0,0,3.33,1.857342237,0,0.4166666667,3.7,4.32,10,10,7,0,0,7,0,7,0,11.86763706,0,5,20,0,30,10,30,15,25,0,0,7,30,27.612
165,University of New Hampshire,642.7039275,7,10,7,7,7,10,7,10,10,1.296362982,5.473532589,10,7,10,0,5.283687943,7,7,0,8,20,15,15,14.6,7,7,7,16.6,0,7,7,7,6.391801596,6.66,10.9023734,7,0.3197492163,16.2,4.6,10,10,7,7,7,7,7,7,0,13.68731519,19.16910456,10,20,,30,0,30,15,25,0,20,7,40,39.52
166,University of North Carolina at Chapel Hill,650.4268735,7,10,7,7,7,10,7,10,10,1.068276823,5.847654436,6.215042992,7,10,0,1.638354096,7,7,0,4.471452438,20,30,15,13.46,7,7,7,20.33029713,15.24985981,7,7,0,5.39121753,9.99,8.086048877,0,0.6126914661,16.4,7.8,10,10,7,7,7,7,7,7,0.8123924269,14.52417372,18.52941176,10,20,30,30,10,30,15,25,15,0,7,40,0
167,"University of North Carolina, Greensboro",618.925362,0,10,0,7,7,10,7,10,0,2.331245651,6.541405706,5.385375494,7,10,0,3.650190114,7,5.25,0,2.576635138,20,25,0,12.48,7,7,7,16.6,15.00070528,7,7,7,7,9.99,4.779225041,0,4.532374101,17,7.2,10,10,7,7,7,7,0,7,25,14.28627506,18.80452263,10,20,30,30,10,30,15,25,0,0,7,20,26.5174078
168,"University of North Carolina, Wilmington",375.5928399,7,10,7,4.9,7,10,7,10,0,1.850048685,6.110029211,10,7,10,0,0,0,7,0,5,20,20,0,12.362,7,7,0,16.6,0,7,7,0,0,0,0,0,1.116751269,7.626,0,0,10,7,0,0,0,0,0,,11.02801071,0,10,0,,30,0,20,0,25,0,0,7,40,0
169,University of Oregon,702.1255795,7,10,7,7,7,10,7,10,10,6.924702267,4.927007299,10,7,10,0,1.824324324,7,7,0.09108518704,0.9596044642,20,20,15,12.4,7,7,7,50,15.01844784,7,7,0,5.381652663,9.99,7.114086784,7,1.518324607,17,9.8,10,10,7,7,7,7,7,7,0,15.91250067,18.93084342,10,20,15,30,10,30,15,25,0,0,7,40,47.333
170,University of Pittsburgh,602.1537883,7,10,7,7,7,10,7,10,10,0.8601756955,1.244509517,4.679834753,7,10,0,0.3080191184,4.136363636,7,0,5.040480747,20,20,0,15.24,7,7,7,16.6,15.19126866,7,7,0,0,3.33,1.5,7,0.3214285714,17.6,12.2,0,10,7,0,0,7,0,0,8.037833968,13.94634981,18.49372385,10,20,30,30,10,30,15,25,15,0,7,40,26.4238
171,University of Richmond,637.2970892,7,10,7,7,7,10,7,10,10,1.495448635,0.5851755527,2.052980132,7,10,0,1.691176471,7,5.25,0,7.018368965,20,10,0,10.646,7,7,7,50,16.08705396,7,7,0,7,9.99,1.5,0,3.522727273,13.48,1.1,10,10,7,7,7,7,0,7,25,12.16988477,19.1082734,10,20,30,30,10,30,0,25,0,0,7,40,28.6
172,University of South Carolina,530.724551,7,10,7,7,7,10,7,10,0,1.304878049,2.390243902,7.241867044,7,10,10,2.019230769,7,7,0,4.639270325,20,5,0,10.2,7,7,0,16.6,15.0010043,7,7,7,0,9.99,8.25,0,0.7948717949,0,0,10,10,7,0,7,7,0,7,0,11.87718331,19.41600156,10,20,0,30,10,30,15,25,0,20,7,40,0
173,University of South Florida,635.1783066,7,10,7,7,7,10,7,10,10,3.17667537,6.679721497,10,0,10,10,2.662829446,5.855140187,7,0,3.273457127,20,25,15,17.2,7,7,7,16.6,15.00616461,7,7,7,2.554863448,9.99,1.806372652,7,2.762962963,8,3.28,10,10,7,7,7,7,7,7,0,12.60855683,18.7215625,10,20,0,30,10,30,15,25,15,20,7,40,0
174,University of South Florida St. Petersburg,448.8207912,0,0,0,2.8,7,10,7,10,10,3.372434018,0.07331378299,10,7,10,0,1.836734694,7,0,0,4.425020421,20,20,0,,0,0,0,39.05773028,15.22138581,0,0,0,6.985092331,9.99,0.3490230186,0,10.85106383,4.98,3.24,10,10,7,7,7,0,0,7,0,10.46248527,19.17650774,5,0,0,30,10,30,0,25,0,20,0,30,0
175,University of Tennessee at Knoxville,578.3912389,7,10,7,7,7,10,7,10,10,0.6227758007,1.196124951,9.419366582,7,10,0,0.865322056,5.858695652,7,2.301970904,0,20,25,0,10.96,0,7,7,16.6,27.49161396,7,7,0,5.423962274,9.99,1.293027331,0,0.3441494592,4.514,1.624,10,10,7,7,7,7,0,7,25,12.51075249,16.37547745,10,20,30,27,10,30,0,25,0,0,7,40,0
176,University of Texas Rio Grande Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
177,University of Texas at Arlington,495.7387263,7,10,7,7,7,10,7,10,10,9.87654321,9.87654321,5,7,10,10,0.7573415765,6.26744186,7,0,0.5814659418,20,5,15,,7,7,7,16.6,15.07156563,7,7,0,0,3.33,1.5,0,0.4642857143,1,0.2,0,0,7,7,7,7,0,7,0,13.27744615,16.76409303,10,20,0,30,10,30,0,0,0,0,7,40,29.172
178,University of Texas at Austin,633.9906312,7,10,7,4.9,7,10,7,10,0,1.370801919,1.039524789,6.633459836,7,10,10,0.8343908629,6.553191489,7,0,4.412590361,20,5,0,14.264,7,7,7,42.02681145,15.0213682,7,7,7,6.772692099,9.99,4.460044242,0,4.282241015,13.6,7.6,10,10,7,7,7,7,0,7,3.961151338,15.91787425,19.35048939,10,20,30,30,10,30,15,25,0,20,7,40,0
179,University of Texas at Dallas,234.3838952,0,0,0,4.9,7,10,0,0,0,0.4459861249,0,0.5291005291,7,0,0,0.1435406699,6.611111111,0,0,0.7924340286,0,0,0,22.592,7,0,0,16.6,15.10546739,7,7,0,0,6.66,0,0,13.20425532,3.8,0,10,10,7,0,7,0,7,7,,0,0,0,0,,0,0,30,0,0,0,0,0,20,0
180,University of Toledo,324.3870845,0,0,7,4.2,7,10,0,0,0,0.03015226896,0.04522840344,6.999641962,7,10,0,1.131578947,6.847826087,5.25,0,5.700715026,20,15,0,,0,0,0,16.6,0,0,0,0,4.14814813,6.66,0.2548932384,7,0.1242236025,9.8,9.8,10,0,7,0,0,0,0,0,,11.79467681,0,10,20,,0,0,30,0,25,0,20,0,30,0
181,University of Virginia,590.8521369,7,10,7,7,7,10,7,10,10,1.393796623,1.629367884,5.371502091,7,10,0,1.067117335,7,7,0,5.604956908,20,5,0,11.392,7,7,7,16.6,15.00002204,7,7,0,0,9.99,3.736330656,0,0.2232854864,19.04,4.6,10,10,7,7,7,7,7,7,7.774444512,12.58211912,19.19519424,10,20,30,27,10,30,0,25,0,0,7,40,28.652
182,University of Winnipeg,516.9354001,7,10,7,3.5,7,10,7,0,0,0.9911894273,3.716960352,10,0,10,0,1.914893617,6.396551724,0,0,1.583256677,20,0,0,23,7,7,7,16.6,15.3517269,0,0,0,5.25662944,9.99,15,0,1,15.86,15.24,0,10,0,0,0,0,0,7,,12.9876161,18.04657585,5,0,30,10.5,10,30,15,25,0,0,7,40,52
183,University of Wisconsin-Green Bay,586.3975563,7,10,7,5.6,7,10,7,10,10,0.4358655044,4.607721046,2.281226627,7,10,0,3.227848101,7,5.25,0,0,20,20,0,12,7,7,0,50,15.00422298,7,7,0,7,6.66,8.25,0,0.3636363636,10,1.4,0,0,7,0,7,7,0,7,0,13.6312044,14.16223125,10,20,30,24,10,30,15,25,0,0,7,40,27.5236
184,University of Wisconsin-Milwaukee,627.3081713,7,10,7,7,7,10,7,10,10,0.5913272011,1.938239159,6.616871705,7,10,0,0.9688995215,5.366666667,5.25,0,7.763584771,20,10,0,13.216,7,7,7,50,16.13105246,7,7,0,6.99269744,3.33,7.912492364,0,0,10.84,8.3,10,10,7,7,7,7,7,7,0,13.10014948,18.99019058,10,20,30,24,10,30,15,25,0,20,7,40,0
185,University of Wisconsin-Oshkosh,617.4431957,7,10,7,7,7,10,7,10,10,2.236279401,2.83321454,10,7,10,10,2.105263158,7,5.25,0.8848478407,0.570330284,20,20,0,13.38,7,7,7,16.6,16.39902997,7,7,7,0,3.33,12.25582127,0,9,6,6,10,10,7,7,7,7,0,7,0,15.09840919,0,10,20,30,30,10,30,15,25,0,0,7,40,32.5
186,University of Wisconsin-Platteville,485.4086826,7,7.5,7,5.6,7,10,7,10,0,0.9139784946,2.5,10,7,10,0,1.2109375,6.461538462,5.25,0,0,20,0,0,,7,0,7,16.6,16.11852928,0,0,0,0,0,8.25,0,0,16.6,5.4,0,10,7,0,0,7,0,0,0,14.4062989,0,10,20,30,30,10,30,15,25,0,0,7,40,28.5974
187,University of Wisconsin-Stevens Point,638.6582997,7,7.5,7,7,7,10,7,10,0,1.867105986,4.173531027,10,7,10,10,2.062937063,4.958333333,7,0,6.364504734,20,15,0,11.6,7,7,7,16.6,22.56505471,7,7,7,7,9.99,8.25,0,1.397849462,11.92,4.2,10,0,7,7,7,7,0,0,25,14.38549956,19.53548387,10,20,30,30,10,30,15,25,0,0,7,40,28.288
188,University of Wisconsin-Stout,452.7607626,0,10,7,4.2,7,10,7,10,0,2.91113381,8.171603677,7.34989648,7,10,10,0.9788359788,6.045454545,5.25,0,0,20,20,0,13.22,0,7,7,16.6,0,7,7,0,7,3.33,8.25,0,0,10.6,5.6,10,0,7,0,0,7,0,7,0,13.25383814,0,10,20,0,21,10,30,0,25,0,0,7,40,0
189,University of the Pacific,722.4941469,7,10,7,7,7,10,7,10,10,0.392703319,7.486698759,10,7,10,0,1.13490364,7,7,0.28334632,8,20,30,0,15.2,7,7,7,50,15.01153216,7,7,0,0,9.99,7.708626545,0,19.03092784,8.8,3.4,10,0,7,7,7,7,0,7,25,16.22023117,16.73517713,10,20,30,30,10,30,15,25,0,20,7,40,35.1
190,Vanderbilt University,604.8222498,7,10,7,7,7,10,7,10,10,1.165860097,1.869775627,10,7,10,0,0.2085561497,7,7,0.5343888531,0.4741022766,20,15,15,13,7,0,0,50,15.03813343,7,7,0,0,9.99,8.859735127,0,5.894736842,18,3,10,10,7,7,7,7,0,7,0,13.19018716,12.09677419,10,20,30,22.5,10,30,15,25,0,0,7,40,0
191,Vassar College,630.7808785,7,7.5,7,5.6,7,10,7,10,10,2.681818182,2.136363636,5.473856209,7,10,0,1.083032491,5.219298246,7,0,1.777777778,20,20,0,14.8,7,7,7,50,15.00799124,7,7,7,3.888888889,9.99,6.214261083,0,3.75,19.9,5,10,0,7,0,0,7,7,7,25,11.64465786,17.61293289,10,20,30,22.5,10,20,15,25,15,0,7,40,0
192,Villanova University,542.1564935,7,10,7,6.3,7,10,7,10,0,0.3963011889,1.453104359,6.849315068,0,10,0,4.705882353,7,7,0,6.691147078,20,5,0,15.902,7,7,7,16.6,0,7,7,0,7,9.99,6.593029717,0,1.351351351,12,3.4,10,10,7,7,7,0,0,7,0,12.77848585,18.20987654,5,20,0,30,10,30,0,25,15,0,7,40,39.936
193,Virginia Commonwealth University,551.3078058,7,10,7,7,7,10,7,10,10,0.5684754522,1.085271318,0.966442953,7,10,0,0.9007832898,6.146341463,7,0.00925364959,6.103168891,20,25,0,16,0,0,0,16.6,15.07233216,7,7,0,0,9.99,1.5,0,0.401459854,10,4.6,10,10,7,7,7,7,0,7,0,13.49609655,17.18620586,10,20,18.71997437,30,10,30,0,25,0,0,7,40,26.962
194,Warren Wilson College,662.6921546,7,10,0,4.9,7,10,7,10,0,3.07486631,4.679144385,10,7,10,0,3.225806452,5.923076923,5.25,0.5342254441,0,20,15,15,16.8,7,7,7,50,15.03288033,7,7,7,4.604486058,9.99,6.6,0,5.202247191,18,7,10,10,7,0,0,7,7,0,25,16.13161132,16.89781022,10,20,0,30,10,20,15,25,15,0,7,40,40.846
195,Wartburg College,606.8279882,7,10,7,7,7,10,7,10,10,0.8305647841,6.395348837,10,7,10,10,1.25,5.5,7,0,0,0,0,0,19.8,0,7,7,43.18585362,20.04704995,7,7,0,7,9.99,8.25,7,0.9090909091,17.2,1.76,10,10,0,7,7,7,7,7,0,11.28528007,0,10,20,30,30,10,30,15,25,0,0,7,40,27.4248
196,"Washington State University, Pullman",541.4089492,0,10,7,4.2,7,10,7,10,10,0,0,1.211535603,7,10,0,0.9768095573,7,7,0,4.114713283,20,10,0,13.46,7,7,7,16.6,0,7,7,0,0,0,10.23207421,0,1,0,10,10,10,7,7,7,7,0,7,0,17.53148647,0,10,20,22.5223301,30,10,30,15,25,0,0,7,40,40.56
197,Washington University in St. Louis,354.6161549,0,0,0,0,7,10,7,10,10,0,0,3.986470162,7,0,0,1.307752545,7,7,0,7.791968368,20,0,0,21.294,7,7,7,50,15.0351838,7,7,7,3.800735435,9.99,2.886986301,0,0.4635761589,16.228,16.08,0,0,7,7,0,7,7,7,,13.75148216,0,0,20,,0,0,0,0,0,0,0,0,10,0
198,Weber State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
199,Wellesley College,633.3544456,7,7.5,7,7,7,10,7,10,10,3.291666667,4.416666667,2.261306533,7,10,0,1.375358166,5.788461538,7,0,0.1382555621,20,0,0,12,7,7,7,50,15.41792024,7,7,0,7,3.33,7.067467397,7,0.2586206897,18.8,3.8,10,10,7,7,7,7,7,7,6.811596262,11.78152591,0,10,20,30,30,10,30,15,25,15,0,7,40,27.3156
200,Wells College,585.523857,7,7.5,7,7,7,10,7,0,10,3.666146646,3.822152886,10,7,10,0,4.838709677,7,7,0,0,20,0,0,12.4,7,7,7,50,15.33212047,7,7,0,6.301467674,9.99,8.25,0,0,18.6,4,0,0,7,7,0,7,7,0,18.70096698,11.70573114,0,10,20,15.55656155,30,10,30,15,25,0,0,7,40,28.86
201,Western Michigan University,583.9396079,7,10,7,5.6,7,10,7,0,10,1.322453573,4.220596511,0,7,10,0,1.952247191,7,7,0.3502644776,3.052255738,20,25,0,19,7,7,0,16.6,15.00835465,7,7,7,3.973307977,9.99,8.143506783,0,0.6777777778,9.2,4.6,0,0,7,0,0,0,0,0,25,14.61640287,18.47904035,10,20,0,30,10,30,15,25,0,20,7,40,39.1534
202,Western State Colorado University,462.2927932,7,0,7,7,7,10,7,10,10,0.1665556296,0.5329780147,8.057395143,7,10,0,1.136363636,6.045454545,1.75,2.563893873,2.563893873,20,15,0,11.6,7,7,7,0,17.61855569,0,0,7,0,9.99,14.94197371,0,10,0,0,10,10,7,7,7,0,0,0,0,11.90291262,17.04681648,10,20,,0,0,20,0,25,0,0,7,40,38.376
203,Western Washington University,415.9133539,0,0,0,0,7,10,7,10,10,0,0,2.989934873,7,0,0,4.224137931,6.1,7,0,3.612522359,20,25,0,14.4,7,7,7,0,16.12009824,0,0,0,3.983842011,6.66,14.74070542,0,0.9852216749,17.8,9,0,10,7,7,7,7,0,7,,11.71689136,0,0,20,,0,0,30,15,25,0,0,0,10,34.58
204,Westminster College,548.0651191,7,10,7,7,7,10,7,10,0,3.653846154,9.711538462,1.571268238,7,10,0,1.358024691,5.56557377,5.25,0,10,20,10,0,12.2,7,7,7,16.6,16.12642678,7,7,0,7,6.66,8.046970581,0,3.80952381,7.71,3.678,10,10,7,0,0,7,0,7,0,12.14074661,0,10,20,30,27,10,30,0,25,0,0,7,40,29.9832
205,Wilfrid Laurier University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
206,Williams College,601.6785542,7,7.5,7,5.6,7,10,7,10,0,1.762523191,2.133580705,1.80608365,7,10,0,0.7196969697,5.923076923,5.25,0,7.216887672,20,15,0,13.254,7,7,7,50,15.05841868,7,7,0,0,0,1.5,0,0.625,19.8,4.6,10,0,7,7,0,7,7,7,0,12.83260506,19.45668135,10,20,30,30,10,30,0,25,15,0,7,40,29.64
207,Worcester Polytechnic Institute,551.3539214,7,10,7,7,7,10,7,10,10,2.158774373,6.128133705,10,7,10,0,2.379032258,7,5.25,0,6.688034188,20,0,0,15.8,7,7,7,16.6,0,7,7,0,0,9.99,6.592759332,7,0.8620689655,16.6,3,10,10,7,0,0,7,0,7,0,12.81773399,18.56238457,10,20,0,30,10,30,15,25,0,0,7,40,28.925
